S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
168,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3398000,-,1496,Strata,41 to 45,2271,1/8/22
169,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1840000,-,753,Strata,21 to 25,2442,1/8/22
170,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2177000,-,893,Strata,31 to 35,2437,1/8/22
171,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1229000,-,431,Strata,21 to 25,2854,1/8/22
172,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1826000,-,753,Strata,21 to 25,2423,1/8/22
173,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2001000,-,700,Strata,31 to 35,2860,1/8/22
174,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1664000,-,560,Strata,36 to 40,2973,1/8/22
175,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4346160,-,1711,Strata,01 to 05,2539,1/8/22
176,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1746000,-,560,Strata,26 to 30,3119,1/8/22
177,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3217000,-,1496,Strata,26 to 30,2150,1/8/22
178,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3390000,-,1496,Strata,36 to 40,2266,1/8/22
179,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1238000,-,431,Strata,21 to 25,2875,1/8/22
180,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1813000,-,700,Strata,11 to 15,2591,1/8/22
181,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1948000,-,700,Strata,31 to 35,2784,1/8/22
182,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2162000,-,893,Strata,31 to 35,2420,1/8/22
183,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3234000,-,1496,Strata,26 to 30,2161,1/8/22
184,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3422000,-,1496,Strata,41 to 45,2287,1/8/22
185,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2388000,-,818,Strata,26 to 30,2919,1/8/22
186,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3168000,-,1173,Strata,21 to 25,2700,1/8/22
187,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3048000,-,1173,Strata,16 to 20,2598,1/8/22
188,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2408000,-,818,Strata,31 to 35,2944,1/8/22
189,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2260000,-,893,Strata,31 to 35,2530,1/8/22
190,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1802888,-,764,Strata,16 to 20,2359,1/8/22
191,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4735000,-,1711,Strata,21 to 25,2767,1/8/22
192,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1668000,-,560,Strata,26 to 30,2980,1/8/22
193,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1377000,-,527,Strata,51 to 55,2611,1/8/22
194,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,2745250,-,1518,Strata,01 to 05,1809,1/8/22
195,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3188000,-,1173,Strata,26 to 30,2717,1/8/22
196,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2302000,-,1249,Strata,01 to 05,1844,1/8/22
197,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1917000,-,700,Strata,26 to 30,2740,1/8/22
198,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2278000,-,893,Strata,31 to 35,2550,1/8/22
199,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4030000,-,1507,Strata,01 to 05,2674,1/8/22
200,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2058000,-,840,Strata,21 to 25,2451,1/8/22
201,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3280000,-,1141,Strata,26 to 30,2875,1/8/22
202,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3240000,-,1141,Strata,21 to 25,2840,1/8/22
203,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3230000,-,1216,Strata,01 to 05,2656,1/8/22
204,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1660000,-,560,Strata,26 to 30,2966,1/8/22
205,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2615000,-,818,Strata,31 to 35,3197,1/8/22
206,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3578000,-,1249,Strata,26 to 30,2866,1/8/22
207,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3928000,-,1507,Strata,01 to 05,2607,1/8/22
208,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1341000,-,527,Strata,46 to 50,2542,1/8/22
209,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2588000,-,840,Strata,31 to 35,3082,1/8/22
210,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3118000,-,1173,Strata,21 to 25,2658,1/8/22
211,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2616000,-,1141,Strata,06 to 10,2293,1/8/22
212,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3201000,-,1496,Strata,21 to 25,2139,1/8/22
213,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1799300,-,753,Strata,16 to 20,2388,1/8/22
214,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3090000,-,1711,Strata,11 to 15,1805,1/8/22
215,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2626010,-,818,Strata,31 to 35,3210,1/8/22
216,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2134000,-,893,Strata,26 to 30,2389,1/8/22
217,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1164000,-,721,Strata,21 to 25,1614,1/8/22
218,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2587000,-,818,Strata,31 to 35,3162,1/8/22
219,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1786000,-,753,Strata,16 to 20,2370,1/8/22
220,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3081000,-,1195,Strata,16 to 20,2579,1/8/22
221,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3765000,-,1399,Strata,26 to 30,2691,1/8/22
222,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3877000,-,1399,Strata,36 to 40,2771,1/8/22
223,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3220000,-,1141,Strata,21 to 25,2822,1/8/22
224,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2558000,-,840,Strata,31 to 35,3047,1/8/22
225,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4358000,-,1711,Strata,01 to 05,2546,1/8/22
226,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3406000,-,1496,Strata,41 to 45,2276,1/8/22
227,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2598394,-,1141,Strata,06 to 10,2277,1/8/22
228,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1311000,-,441,Strata,21 to 25,2971,1/8/22
229,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1300800,-,495,Strata,21 to 25,2627,1/8/22
230,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3414000,-,1496,Strata,41 to 45,2282,1/8/22
231,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3430000,-,1496,Strata,41 to 45,2292,1/8/22
232,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3040000,-,1711,Strata,06 to 10,1776,1/7/22
233,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1698000,-,560,Strata,21 to 25,3034,1/7/22
234,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1226000,-,431,Strata,21 to 25,2847,1/7/22
235,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3679000,-,1432,Strata,21 to 25,2570,1/7/22
236,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2414888,-,1076,Strata,06 to 10,2243,1/7/22
237,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3055000,-,1711,Strata,11 to 15,1785,1/7/22
238,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3010000,-,1711,Strata,01 to 05,1759,1/7/22
239,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1295888,-,495,Strata,21 to 25,2617,1/7/22
240,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3452000,-,1399,Strata,11 to 15,2467,1/7/22
241,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4453536,-,1507,Strata,21 to 25,2955,1/7/22
242,THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,Condominium,4,RCR,99 yrs lease commencing from 2021,New Sale,1,2768000,-,1076,Strata,06 to 10,2572,1/7/22
243,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3412000,-,1496,Strata,46 to 50,2280,1/7/22
244,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3620000,-,1249,Strata,26 to 30,2899,1/7/22
245,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2693000,-,1098,Strata,01 to 05,2453,1/7/22
246,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1913000,-,807,Strata,06 to 10,2370,1/7/22
247,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3372000,-,1496,Strata,41 to 45,2254,1/7/22
248,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2715000,-,1464,Strata,06 to 10,1855,1/7/22
249,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3030000,-,1711,Strata,06 to 10,1770,1/7/22
250,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5346000,-,2002,Strata,01 to 05,2670,1/7/22
251,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3060000,-,1711,Strata,06 to 10,1788,1/7/22
252,SKY EVERTON,EVERTON ROAD,Apartment,2,RCR,Freehold,New Sale,1,7588000,-,2228,Strata,36 to 40,3406,1/7/22
253,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2533000,-,818,Strata,26 to 30,3096,1/7/22
254,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3088000,-,1173,Strata,21 to 25,2632,1/7/22
255,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3033000,-,1173,Strata,16 to 20,2585,1/7/22
256,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,6501320,-,2002,Strata,26 to 30,3247,1/7/22
257,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1374000,-,452,Strata,26 to 30,3039,1/7/22
258,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2818688,-,1141,Strata,16 to 20,2470,1/7/22
259,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3100000,-,1711,Strata,11 to 15,1811,1/7/22
260,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,6599340,-,2002,Strata,26 to 30,3296,1/7/22
261,THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,Condominium,4,RCR,99 yrs lease commencing from 2021,New Sale,1,2378000,-,980,Strata,01 to 05,2428,1/7/22
262,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2425000,-,1141,Strata,01 to 05,2125,1/7/22
263,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1953000,-,947,Strata,01 to 05,2062,1/7/22
264,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1793000,-,883,Strata,01 to 05,2031,1/7/22
265,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2535000,-,840,Strata,26 to 30,3019,1/7/22
266,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1367000,-,527,Strata,51 to 55,2592,1/7/22
267,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2553000,-,818,Strata,31 to 35,3121,1/7/22
268,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1771000,-,883,Strata,01 to 05,2006,1/7/22
269,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3292000,-,1216,Strata,01 to 05,2706,1/7/22
270,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4250000,-,1507,Strata,11 to 15,2820,1/7/22
271,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1678000,-,560,Strata,21 to 25,2998,1/7/22
272,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1984875,-,1076,Strata,01 to 05,1844,1/7/22
273,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2362888,-,1076,Strata,06 to 10,2195,1/7/22
274,CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2875000,-,1690,Strata,11 to 15,1701,1/7/22
275,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2378000,-,818,Strata,26 to 30,2907,1/7/22
276,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3309000,-,1216,Strata,01 to 05,2720,1/7/22
277,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,2050050,-,1044,Strata,01 to 05,1963,1/7/22
278,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,6180000,-,2002,Strata,21 to 25,3087,1/7/22
279,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3242000,-,1496,Strata,31 to 35,2167,1/7/22
280,THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,Condominium,4,RCR,99 yrs lease commencing from 2021,New Sale,1,2689000,-,1076,Strata,01 to 05,2498,1/7/22
281,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1809000,-,732,Strata,11 to 15,2471,1/7/22
282,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1237000,-,431,Strata,26 to 30,2873,1/7/22
283,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1382000,-,527,Strata,51 to 55,2620,1/7/22
284,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1237000,-,431,Strata,26 to 30,2873,1/7/22
285,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3428000,-,1496,Strata,46 to 50,2291,1/7/22
286,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1656000,-,560,Strata,36 to 40,2959,1/7/22
287,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2675000,-,1496,Strata,06 to 10,1788,1/7/22
288,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1367000,-,527,Strata,51 to 55,2592,1/7/22
289,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,2804390,-,1518,Strata,01 to 05,1848,1/7/22
290,SKY EVERTON,EVERTON ROAD,Apartment,2,RCR,Freehold,New Sale,1,3881000,-,1346,Strata,31 to 35,2884,1/7/22
291,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2735000,-,1464,Strata,11 to 15,1868,1/7/22
292,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1428000,-,689,Strata,11 to 15,2073,1/7/22
293,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3535000,-,1249,Strata,26 to 30,2831,1/7/22
294,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2499000,-,840,Strata,26 to 30,2976,1/7/22
295,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1316000,-,527,Strata,41 to 45,2495,1/7/22
296,THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1291888,-,495,Strata,21 to 25,2609,1/7/22
297,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2006000,-,1087,Strata,01 to 05,1845,1/7/22
298,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2010000,-,1087,Strata,01 to 05,1849,1/7/22
299,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2890000,-,1141,Strata,01 to 05,2533,1/7/22
300,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1963000,-,872,Strata,01 to 05,2251,1/7/22
301,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1745000,-,700,Strata,11 to 15,2494,1/7/22
302,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2013000,-,1087,Strata,01 to 05,1852,1/7/22
303,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2237000,-,893,Strata,31 to 35,2504,1/7/22
304,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1863000,-,732,Strata,16 to 20,2545,1/7/22
305,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2065000,-,1087,Strata,16 to 20,1899,1/7/22
306,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2044000,-,1087,Strata,11 to 15,1880,1/7/22
307,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3667000,-,1216,Strata,21 to 25,3015,1/7/22
308,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3280000,-,1991,Strata,21 to 25,1647,1/7/22
309,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2880000,-,1152,Strata,11 to 15,2501,1/7/22
310,ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 yrs lease commencing from 2019,New Sale,1,1764120,-,732,Strata,11 to 15,2410,1/7/22
311,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2036000,-,1087,Strata,11 to 15,1873,1/7/22
312,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2032000,-,1087,Strata,06 to 10,1869,1/7/22
313,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2870000,-,1141,Strata,01 to 05,2515,1/7/22
314,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4650000,-,1711,Strata,16 to 20,2717,1/7/22
315,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,4600000,-,1711,Strata,16 to 20,2688,1/7/22
316,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1899950,-,947,Strata,01 to 05,2006,1/7/22
317,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3416000,-,1399,Strata,06 to 10,2441,1/7/22
318,NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 yrs lease commencing from 2019,New Sale,1,2048000,-,1087,Strata,11 to 15,1884,1/7/22
319,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2298000,-,1249,Strata,01 to 05,1840,1/7/22
320,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,3025000,-,1711,Strata,06 to 10,1767,1/6/22
321,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2142000,-,893,Strata,31 to 35,2398,1/6/22
322,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3325000,-,1399,Strata,01 to 05,2376,1/6/22
323,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2831000,-,1184,Strata,11 to 15,2391,1/6/22
324,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3364000,-,1496,Strata,41 to 45,2248,1/6/22
325,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3180000,-,1141,Strata,21 to 25,2787,1/6/22
326,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2808000,-,1184,Strata,11 to 15,2372,1/6/22
327,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3055000,-,1152,Strata,26 to 30,2652,1/6/22
328,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3428000,-,1496,Strata,46 to 50,2291,1/6/22
329,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2522000,-,818,Strata,26 to 30,3083,1/6/22
